Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),SP16,79,35,94.1%,97.1%,3.71,A-(3.77),B+(3.31)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),SP16,62,40,92.3%,97.4%,3.99,B+(3.66),B+(3.41)
"Erat,Sanjiv",MGT172-BusinessProjectManagement(C),SP16,75,46,90.7%,69.8%,3.17,B+(3.43),B(3.06)
"Fuller,RobertL.",MGT173-ProjectMgt-HealthServices(A),SP16,71,64,90.6%,93.8%,3.90,A-(3.85),A-(3.77)
"Foit,DelbertF.",MGT174-SupplyChain&OperationsMgt(A),SP16,51,52,92.2%,96.1%,5.05,B+(3.43),B+(3.30)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),SP16,73,67,90.9%,89.4%,3.42,B+(3.33),B(3.07)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),SP16,76,67,97.0%,95.5%,3.49,B+(3.51),B(3.07)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),SP16,73,65,87.7%,92.3%,3.76,B+(3.49),B(3.07)
"McKay,MaryA",MGT18-ManagingDiverseTeams(D),SP16,75,72,88.9%,83.3%,4.42,B(3.21),B-(2.93)
"McKay,MaryA",MGT18-ManagingDiverseTeams(E),SP16,71,70,94.3%,94.3%,5.04,B(3.24),B-(2.93)
"Gerans,Joseph",MGT181-EnterpriseFinance(A),SP16,143,99,70.8%,49.0%,5.47,B(3.26),B(3.18)
"Willoughby,MichaelGene",MGT183-FinancialInvestments(A),SP16,48,36,83.3%,83.3%,4.73,B+(3.41),B(3.22)
"Dunn,LouisJean",MGT185-InvestmentBanking(A),SP16,85,79,88.6%,92.4%,6.40,A-(3.86),A-(3.92)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),SP16,76,68,92.6%,95.6%,4.50,A-(3.71),B+(3.58)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),SP16,10,4,75.0%,50.0%,3.83,B-(2.75),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),SP16,150,130,90.8%,96.9%,5.89,B+(3.45),B(3.08)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),SP16,126,111,97.3%,98.2%,6.09,B+(3.53),B(3.08)
"Lindenberger,WadeDouglas",MGT5-ManagerialAccounting(A),SP16,158,154,94.8%,96.1%,4.87,B+(3.59),B+(3.30)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(A),WI16,71,66,87.9%,71.2%,4.96,B(3.21),B(3.07)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(B),WI16,78,77,89.6%,83.1%,4.21,B(3.13),B(3.07)
"Prosser,EliseK",MGT103-ProductMarketing&Management(C),WI16,61,72,93.1%,91.7%,4.59,B+(3.60),B+(3.45)
"Prosser,EliseK",MGT103-ProductMarketing&Management(D),WI16,63,66,100.0%,98.5%,4.95,A-(3.78),B+(3.45)
"Prosser,EliseK",MGT103-ProductMarketing&Management(E),WI16,76,74,91.9%,90.5%,3.64,B+(3.51),B+(3.45)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(F),WI16,74,69,97.1%,97.1%,4.32,B(3.24),B(3.15)
"Campbell,RobertHarold",MGT105-ProductPromotion&BrandMgt(A),WI16,94,93,96.8%,95.7%,3.35,B+(3.59),B+(3.51)
"Eberhard,CraigA",MGT106-SalesandSalesManagement(A),WI16,31,29,96.6%,100.0%,2.36,A-(3.86),B+(3.36)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),WI16,79,68,82.4%,72.1%,5.17,A-(3.75),A-(3.74)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(B),WI16,79,56,82.1%,80.4%,5.54,B+(3.59),A-(3.74)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(C),WI16,47,28,89.3%,75.0%,5.71,B+(3.33),B(3.13)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(D),WI16,20,13,100.0%,92.3%,6.04,B+(3.31),B(3.13)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),WI16,95,96,96.8%,93.7%,3.50,B+(3.53),B+(3.55)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(B),WI16,88,83,97.6%,96.4%,3.30,A-(3.72),B+(3.55)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(A),WI16,54,45,73.3%,80.0%,4.90,B+(3.56),B(3.04)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),WI16,135,84,96.4%,94.0%,5.56,B+(3.63),B-(2.73)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),WI16,96,70,94.1%,91.2%,5.10,B+(3.63),B+(3.36)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),WI16,133,93,87.9%,87.9%,4.14,B+(3.39),B-(2.96)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),WI16,60,61,96.7%,98.4%,6.40,B+(3.65),B+(3.62)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),WI16,112,107,97.2%,98.1%,3.43,B+(3.59),B+(3.46)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),WI16,111,111,99.1%,100.0%,3.32,A-(3.70),B+(3.46)
"Baca,KatherineMarie",MGT162-Negotiation(A),WI16,43,37,97.2%,100.0%,2.44,A-(3.75),A-(3.87)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),WI16,64,62,95.2%,93.5%,4.60,B(3.29),B-(2.91)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(B),WI16,61,65,89.2%,95.4%,6.07,B(3.24),B-(2.91)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),WI16,62,60,90.0%,85.0%,4.87,B+(3.32),B(3.16)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),WI16,57,55,83.6%,83.6%,5.31,B+(3.47),B(3.16)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),WI16,75,34,97.0%,97.0%,3.71,B+(3.44),B+(3.48)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),WI16,74,34,97.0%,97.0%,3.71,B+(3.44),B(3.24)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),WI16,76,45,97.7%,95.5%,4.21,B+(3.69),B+(3.48)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),WI16,59,54,90.7%,96.3%,3.81,B+(3.58),B+(3.40)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),WI16,71,67,85.1%,86.6%,4.38,B-(2.96),B-(2.76)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),WI16,74,73,87.7%,95.9%,3.56,B+(3.37),B(3.05)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),WI16,76,74,86.5%,93.2%,3.84,B+(3.47),B(3.05)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(D),WI16,77,73,93.2%,95.9%,3.61,B+(3.49),B(3.05)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),WI16,170,170,85.3%,80.0%,4.50,B+(3.54),B(3.17)
"Gerans,Joseph",MGT181-EnterpriseFinance(B),WI16,94,57,76.4%,38.2%,4.16,B(3.24),B(3.17)
"Parashar,SatP",MGT184-MoneyandBanking(A),WI16,29,31,96.8%,96.8%,5.66,A-(3.71),B+(3.68)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),WI16,68,64,90.3%,91.9%,4.13,B+(3.67),B+(3.62)
"Willoughby,MichaelGene",MGT3-QuantMethodsinBusiness(A),WI16,49,21,81.0%,81.0%,4.50,B(3.13),B(3.27)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),WI16,6,4,75.0%,75.0%,5.50,C+(2.50),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),WI16,155,146,93.8%,98.6%,6.25,B+(3.41),B-(2.98)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),WI16,171,148,97.3%,98.0%,4.18,B+(3.59),B+(3.33)
"Lindenberger,WadeDouglas",MGT5-ManagerialAccounting(B),WI16,81,78,92.3%,92.3%,5.10,B+(3.59),B(3.06)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(A),FA15,76,64,95.3%,95.3%,4.25,A-(3.74),B+(3.45)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(B),FA15,76,70,100.0%,100.0%,3.83,A-(3.86),B+(3.45)
"Prosser,EliseK",MGT103-ProductMarketing&Management(C),FA15,76,74,94.6%,90.5%,3.55,A-(3.83),B(3.26)
"Prosser,EliseK",MGT103-ProductMarketing&Management(D),FA15,78,73,98.6%,91.8%,3.95,A-(3.73),B(3.26)
"Prosser,EliseK",MGT103-ProductMarketing&Management(E),FA15,79,76,97.4%,85.5%,3.41,B+(3.53),B(3.26)
"Campbell,RobertHarold",MGT105-ProductPromotion&BrandMgt(A),FA15,77,71,91.5%,94.4%,3.84,B+(3.60),A-(3.70)
"Klein,ChristinaAnne",MGT106-SalesandSalesManagement(A),FA15,79,72,94.4%,95.8%,3.62,B+(3.54),B(3.07)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),FA15,69,65,90.8%,93.8%,3.73,B+(3.69),A-(3.83)
"Fuller,RobertL.",MGT121A-InnovationtoMarketA(B),FA15,58,47,91.5%,93.6%,3.97,A-(3.76),A-(3.76)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),FA15,127,96,96.8%,94.7%,6.03,B+(3.52),B-(2.99)
"Blakley,Bruce",MGT132-Auditing(A),FA15,69,63,84.1%,90.5%,5.67,B+(3.31),B(3.22)
"Doran,MarthaS",MGT132-Auditing(B),FA15,63,59,81.4%,86.4%,5.71,B+(3.53),B(3.02)
"Pecore,JosephP.",MGT133-AdvancedCostAccounting(A),FA15,54,52,92.2%,88.2%,5.70,B(3.15),B(3.24)
"Houskeeper,Robert",MGT134-FederalTaxation-Individuals(A),FA15,27,15,100.0%,100.0%,4.77,A-(3.93),B+(3.50)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),FA15,69,53,96.2%,92.3%,4.34,B+(3.59),B(3.19)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),FA15,94,90,96.7%,96.7%,3.66,B+(3.65),B+(3.69)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),FA15,95,89,98.9%,98.9%,3.47,A-(3.78),B+(3.69)
"BertramGallant,TriciaLe",MGT16-PersonalEthicsatWork(C),FA15,73,70,97.1%,98.6%,4.14,B+(3.48),B-(2.98)
"McKay,MaryA",MGT164-OrganizationalLeadership(A),FA15,69,61,90.2%,88.5%,5.52,B(3.23),C+(2.64)
"McKay,MaryA",MGT164-OrganizationalLeadership(B),FA15,67,62,90.3%,91.9%,5.91,B(3.29),C+(2.64)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),FA15,66,64,85.7%,84.1%,4.66,B+(3.32),B-(3.00)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),FA15,62,58,87.9%,89.7%,6.05,B+(3.43),B-(3.00)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),FA15,71,33,96.9%,100.0%,4.13,A-(3.75),B+(3.37)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),FA15,72,32,96.9%,96.9%,4.18,A-(3.74),B(3.29)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),FA15,64,42,92.7%,97.6%,3.72,A-(3.70),B+(3.37)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),FA15,30,19,83.3%,77.8%,2.83,B+(3.56),B(3.29)
"Foit,DelbertF.",MGT174-SupplyChain&OperationsMgt(A),FA15,39,36,77.8%,83.3%,6.67,B(3.23),A-(3.71)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),FA15,78,72,88.9%,91.7%,3.95,B(3.27),B-(2.97)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),FA15,78,72,95.8%,93.0%,2.85,B+(3.45),B+(3.32)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),FA15,76,68,95.5%,95.5%,4.37,B+(3.57),B+(3.32)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),FA15,179,172,89.0%,89.0%,5.06,B+(3.46),B-(2.97)
"Dunn,LouisJean",MGT185-InvestmentBanking(A),FA15,51,35,84.4%,100.0%,7.56,A-(3.84),A-(3.81)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),FA15,20,9,100.0%,77.8%,6.94,B(3.11),B-(2.81)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),FA15,130,123,96.7%,98.4%,6.00,B+(3.54),B(3.12)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),FA15,145,128,91.3%,99.2%,6.20,B+(3.39),B(3.12)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),FA15,153,106,96.1%,95.1%,4.68,B+(3.51),B(3.21)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(A),S215,83,75,100.0%,96.0%,5.51,B+(3.68),B+(3.35)
"Klein,ChristinaAnne",MGT112-GlobalBusinessStrategy(A),S215,51,48,95.8%,87.5%,4.46,A-(3.73),B+(3.38)
"Maki,Kanetaka",MGT121A-InnovationtoMarketA(A),S215,58,46,97.8%,97.8%,5.11,B+(3.63),B+(3.57)
"Anderson,JohnCharles",MGT131B-IntermediateAccountingB(A),S215,69,40,97.5%,85.0%,7.55,B+(3.66),B(3.06)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),S215,22,21,100.0%,100.0%,7.17,B+(3.68),A-(3.76)
"Saccardo,Silvia",MGT162-Negotiation(A),S215,18,11,100.0%,100.0%,4.50,A-(3.80),N/A
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),S215,60,57,94.7%,96.5%,7.35,B+(3.37),B(3.05)
"Anderson,JohnCharles",MGT4-FinancialAccounting(A),S215,38,24,95.7%,73.9%,7.05,B+(3.52),B-(2.92)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),S115,25,21,100.0%,100.0%,5.34,A-(3.72),B+(3.33)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),S115,40,11,90.0%,90.0%,6.30,B+(3.60),B(3.11)
"Anderson,JohnCharles",MGT132-Auditing(A),S115,28,23,100.0%,95.7%,6.24,B+(3.52),B(3.18)
"McKay,MaryA",MGT16-PersonalEthicsatWork(A),S115,24,23,82.6%,91.3%,5.80,B+(3.53),B(3.11)
"Mahar,Jan",MGT172-BusinessProjectManagement(A),S115,47,20,90.0%,85.0%,7.90,B+(3.58),B+(3.49)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),S115,66,54,90.7%,88.9%,6.62,B(3.17),B-(2.91)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),S115,76,74,93.2%,90.5%,5.44,B+(3.58),B(3.21)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),S115,60,53,94.3%,96.2%,8.80,B+(3.48),B(3.09)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),S115,29,7,100.0%,100.0%,6.17,B+(3.43),B(3.26)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(A),SP15,73,68,95.5%,94.0%,3.58,A-(3.82),B+(3.42)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(B),SP15,75,67,97.0%,98.5%,3.76,A-(3.73),B+(3.42)
"Prosser,EliseK",MGT103-ProductMarketing&Management(C),SP15,77,72,93.0%,88.7%,4.21,B+(3.67),B+(3.47)
"Prosser,EliseK",MGT103-ProductMarketing&Management(D),SP15,76,75,89.2%,85.1%,4.66,B+(3.68),B+(3.47)
"Klein,ChristinaAnne",MGT105-ProductPromotion&BrandMgt(A),SP15,76,66,93.8%,79.7%,3.36,B+(3.48),B(3.20)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(A),SP15,74,33,90.9%,81.8%,5.89,B(3.18),B+(3.42)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(B),SP15,56,22,84.2%,78.9%,5.76,B(3.21),B+(3.42)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(C),SP15,78,54,87.0%,90.7%,4.88,B+(3.69),A-(3.74)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),SP15,148,138,95.7%,97.1%,3.11,B+(3.55),B(3.10)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(A),SP15,65,35,70.6%,76.5%,3.03,B+(3.50),B(3.14)
"Rutherford,Lamar",MGT121B-InnovationtoMarketB(A),SP15,9,8,100.0%,100.0%,6.00,B+(3.63),N/A
"Krishnan,Viswanathan",MGT128-InnovationinSrvcEntrprises(A),SP15,11,14,100.0%,100.0%,5.73,A-(3.77),N/A
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),SP15,87,62,96.8%,91.9%,5.27,B+(3.39),B-(2.77)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),SP15,108,82,95.1%,92.7%,5.14,B+(3.49),B(3.23)
"Blakley,Bruce",MGT132-Auditing(A),SP15,52,48,85.4%,89.6%,6.04,B+(3.44),B(3.29)
"Doran,MarthaS",MGT132-Auditing(B),SP15,23,20,85.0%,90.0%,5.30,B+(3.42),B-(2.99)
"Houskeeper,Robert",MGT134-FederalTaxation-Individuals(A),SP15,50,27,92.6%,92.6%,5.98,B+(3.40),B+(3.38)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),SP15,26,22,95.2%,90.5%,4.40,B+(3.60),B(3.00)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),SP15,92,90,94.4%,97.8%,5.52,B+(3.58),A-(3.72)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),SP15,94,89,97.8%,98.9%,3.93,B+(3.48),B+(3.60)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),SP15,99,94,98.9%,98.9%,4.02,A-(3.70),B+(3.60)
"McKay,MichaelJ",MGT16-PersonalEthicsatWork(C),SP15,56,49,95.9%,91.8%,3.72,B+(3.53),B-(2.81)
"BertramGallant,TriciaLe",MGT16-PersonalEthicsatWork(D),SP15,41,38,100.0%,100.0%,3.20,B+(3.44),B+(3.38)
"Smith,PamelaKaren",MGT164-OrganizationalLeadership(A),SP15,58,33,90.6%,90.6%,2.75,A-(3.73),B+(3.49)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),SP15,61,58,87.9%,93.1%,4.53,B+(3.41),B(3.24)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),SP15,58,52,90.4%,90.4%,4.50,B(3.25),B(3.24)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),SP15,86,38,91.7%,97.2%,3.61,A-(3.71),B+(3.36)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),SP15,86,38,91.4%,94.3%,3.59,A-(3.71),B(3.12)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),SP15,56,32,100.0%,100.0%,4.17,B+(3.61),B+(3.36)
"Fuller,RobertL.",MGT173-ProjectMgt-HealthServices(A),SP15,37,28,78.6%,89.3%,4.65,B+(3.50),B+(3.42)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),SP15,78,72,84.7%,88.9%,4.97,B(3.19),B-(2.92)
"McKay,MaryA",MGT18-ManagingDiverseTeams(B),SP15,70,66,89.4%,89.4%,4.29,B+(3.45),B-(2.92)
"McKay,MaryA",MGT18-ManagingDiverseTeams(C),SP15,72,65,84.4%,89.1%,4.88,B+(3.54),B-(2.92)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),SP15,164,168,88.6%,90.4%,4.61,B+(3.68),B(3.18)
"Willoughby,MichaelGene",MGT183-FinancialInvestments(A),SP15,51,25,75.0%,75.0%,4.33,B(3.29),B(3.10)
"Dunn,LouisJean",MGT185-InvestmentBanking(A),SP15,74,26,95.7%,95.7%,5.95,A-(3.82),B+(3.64)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),SP15,9,4,33.3%,33.3%,3.17,B+(3.67),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),SP15,171,150,94.0%,96.6%,6.68,B+(3.62),B-(2.98)
"Pecore,JosephP.",MGT5-ManagerialAccounting(A),SP15,113,101,95.0%,96.0%,6.16,B+(3.51),B-(2.98)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(A),WI15,63,68,89.7%,89.7%,3.38,B+(3.67),B(3.29)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(B),WI15,59,71,84.5%,80.3%,4.44,A-(3.76),B(3.29)
"Prosser,EliseK",MGT103-ProductMarketing&Management(C),WI15,76,73,93.2%,91.8%,3.37,A-(3.75),B+(3.43)
"Prosser,EliseK",MGT103-ProductMarketing&Management(D),WI15,76,71,97.2%,94.4%,3.32,A-(3.75),B+(3.43)
"Klein,ChristinaAnne",MGT106-SalesandSalesManagement(A),WI15,82,82,91.5%,80.5%,2.91,B+(3.53),B(3.26)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(A),WI15,58,32,75.0%,75.0%,5.94,B+(3.34),B+(3.41)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(B),WI15,41,28,92.6%,88.9%,5.61,B+(3.33),B+(3.41)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(C),WI15,80,60,79.7%,88.1%,5.95,B+(3.49),A-(3.73)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),WI15,103,99,96.0%,97.0%,3.58,B+(3.57),B(3.04)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(B),WI15,71,67,95.5%,98.5%,3.53,B+(3.53),B(3.04)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(A),WI15,53,38,71.1%,84.2%,5.04,B+(3.46),B-(2.96)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),WI15,121,81,98.8%,92.5%,5.24,B+(3.66),C+(2.59)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),WI15,107,83,94.0%,90.4%,5.21,B+(3.37),B(3.23)
"Blakley,Bruce",MGT132-Auditing(A),WI15,7,7,100.0%,100.0%,7.64,B+(3.43),N/A
"Pecore,JosephP.",MGT133-AdvancedCostAccounting(A),WI15,41,39,97.4%,97.4%,5.34,B+(3.40),B(3.20)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),WI15,80,62,93.4%,91.8%,5.23,B+(3.46),B(3.09)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),WI15,51,51,98.0%,96.1%,6.46,A-(3.71),A-(3.80)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),WI15,89,88,98.9%,98.9%,3.63,B+(3.54),B+(3.53)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),WI15,94,92,100.0%,98.9%,3.65,B+(3.56),B+(3.53)
"McKay,MichaelJ",MGT16-PersonalEthicsatWork(C),WI15,52,46,91.3%,97.8%,4.59,B+(3.49),B(3.05)
"BertramGallant,TriciaLe",MGT16-PersonalEthicsatWork(D),WI15,54,45,95.2%,92.9%,2.79,B+(3.63),B+(3.32)
"Baca,KatherineMarie",MGT162-Negotiation(A),WI15,12,10,100.0%,100.0%,3.10,A(4.00),N/A
"McKay,MaryA",MGT164-OrganizationalLeadership(A),WI15,53,51,98.0%,98.0%,5.58,B+(3.37),B-(2.91)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),WI15,50,46,88.9%,91.1%,5.66,B+(3.40),B(3.13)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),WI15,34,35,77.1%,85.7%,5.76,B(3.26),B(3.13)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),WI15,81,33,97.0%,100.0%,3.81,B+(3.58),B+(3.36)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),WI15,81,33,97.0%,100.0%,3.81,B+(3.58),B+(3.35)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),WI15,79,36,94.3%,94.3%,4.15,B+(3.66),B+(3.36)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),WI15,79,76,92.1%,96.1%,4.63,B+(3.40),B-(2.95)
"McKay,MaryA",MGT18-ManagingDiverseTeams(B),WI15,80,79,89.9%,91.1%,4.86,B+(3.35),B-(2.95)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),WI15,188,183,73.6%,73.1%,4.63,B+(3.32),B-(2.77)
"Parashar,SatP",MGT184-MoneyandBanking(A),WI15,29,31,93.5%,77.4%,4.97,B+(3.68),B+(3.54)
"Willoughby,MichaelGene",MGT3-QuantMethodsinBusiness(A),WI15,76,42,85.0%,75.0%,3.35,B+(3.58),B(3.09)
"Dunn,LouisJean",MGT45-PrinciplesofAccounting(A),WI15,150,136,81.5%,91.1%,4.89,B+(3.38),B+(3.33)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),WI15,143,104,92.3%,88.5%,4.42,B+(3.49),B(3.16)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(A),FA14,73,65,92.2%,93.8%,3.94,B+(3.47),B+(3.40)
"Klein,ChristinaAnne",MGT103-ProductMarketing&Management(B),FA14,79,71,91.4%,95.7%,3.47,A-(3.72),B+(3.40)
"Prosser,EliseK",MGT103-ProductMarketing&Management(C),FA14,78,73,91.7%,91.7%,3.78,B+(3.66),B+(3.69)
"Prosser,EliseK",MGT103-ProductMarketing&Management(D),FA14,76,71,92.4%,93.9%,3.55,A-(3.78),B+(3.69)
"Klein,ChristinaAnne",MGT105-ProductPromotion&BrandMgt(A),FA14,79,69,91.3%,78.3%,4.38,B+(3.39),B(3.11)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(A),FA14,61,61,93.4%,93.4%,4.50,B+(3.66),A-(3.80)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),FA14,117,87,91.9%,93.0%,5.65,B+(3.70),B-(2.84)
"Blakley,Bruce",MGT132-Auditing(A),FA14,44,43,76.7%,93.0%,5.99,B(3.05),B(3.24)
"Doran,MarthaS",MGT132-Auditing(B),FA14,48,37,89.2%,94.6%,4.50,B+(3.43),B-(2.93)
"Pecore,JosephP.",MGT133-AdvancedCostAccounting(A),FA14,41,35,100.0%,100.0%,4.90,B(3.25),B-(2.92)
"Houskeeper,Robert",MGT134-FederalTaxation-Individuals(A),FA14,29,24,91.7%,83.3%,6.33,A-(3.80),B+(3.42)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),FA14,59,43,95.3%,95.3%,5.29,B+(3.59),B(3.06)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),FA14,102,97,100.0%,100.0%,3.74,B+(3.66),B+(3.40)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),FA14,106,101,97.0%,98.0%,3.79,A-(3.73),B+(3.40)
"McKay,MichaelJ",MGT16-PersonalEthicsatWork(C),FA14,66,65,89.1%,92.2%,4.34,B+(3.58),B(3.06)
"BertramGallant,TriciaLe",MGT16-PersonalEthicsatWork(D),FA14,72,64,91.4%,93.1%,3.29,B+(3.62),B(3.23)
"McKay,MaryA",MGT164-OrganizationalLeadership(A),FA14,38,54,90.6%,92.5%,6.73,B+(3.31),B-(2.84)
"McKay,MaryA",MGT164-OrganizationalLeadership(B),FA14,49,51,86.3%,88.2%,5.13,B(3.19),B-(2.84)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),FA14,50,59,82.8%,89.7%,5.29,B+(3.30),B(3.06)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),FA14,52,53,90.6%,94.3%,5.25,B+(3.43),B(3.06)
