Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Kehler,AndrewScott",LIGN160-Pragmatics(A),SP08,39,22,95.5%,100.0%,2.23,B+(3.50),B(3.19)
"Walenski,MatthewS.",LIGN171-ChildLanguageAcquisition(A),SP08,44,23,100.0%,91.3%,2.85,B+(3.48),B(3.20)
"Kluender,Robert",LIGN172-LanguageandtheBrain(A),SP08,28,15,80.0%,93.3%,5.83,B+(3.36),B-(2.99)
"Kluender,Robert",LIGN180-LanguageandtheBrain(A),SP08,28,15,80.0%,93.3%,5.83,B+(3.36),B-(2.99)
"Bakovic,EricJohn",LIGN8-Languages&Cultures/America(A),SP08,216,162,94.3%,98.1%,2.82,A-(3.72),B+(3.66)
"Moore,JohnC.",LIGN87-FreshmanSeminar(B),SP08,11,8,100.0%,100.0%,0.50,A(4.00),N/A
"Acejo,Henry",LIHL112-Tagalog:Communication&Culture(A),SP08,16,14,100.0%,100.0%,3.21,B+(3.62),N/A
"Alicio,Atilio",LIHL112X-Tagalog:LinguisticAnalysis(A),SP08,16,14,100.0%,100.0%,3.36,A-(3.73),N/A
"Hill,KimloanT.V.",LIHL114-Vietnamese:Communicatn&Culture(A),SP08,14,12,100.0%,100.0%,3.50,B+(3.50),B+(3.47)
"Hill,KimloanT.V.",LIHL114-Vietnamese:Communicatn&Culture(B),SP08,12,11,100.0%,100.0%,2.50,B+(3.50),B+(3.47)
"Tran,Thuan",LIHL114X-Vietnamese:LinguisticAnalysis(A),SP08,14,12,100.0%,100.0%,2.50,B+(3.43),B+(3.53)
"Tran,Thuan",LIHL114X-Vietnamese:LinguisticAnalysis(B),SP08,12,10,100.0%,100.0%,2.10,A-(3.71),B+(3.53)
"Moore,JohnC.",LIHL115-Korean:Communication&Culture(A),SP08,18,12,100.0%,90.0%,3.50,A(4.00),N/A
"Moore,JohnC.",LIHL115X-Korean:LinguisticAnalysis(A),SP08,18,14,100.0%,100.0%,3.50,A(4.00),N/A
"Saab,Dima",LIHL116-Arabic:Communication&Culture(A),SP08,13,12,100.0%,100.0%,5.59,A-(3.70),N/A
"Akjeje,Abdelhak",LIHL116X-Arabic:LinguisticAnalysis(A),SP08,13,13,100.0%,92.3%,5.58,B+(3.45),N/A
"Sadegholvad,Elham",LIHL117X-Persian:LinguisticAnalysis(A),SP08,5,5,100.0%,100.0%,7.70,A(4.00),N/A
"Acejo,Henry",LIHL132-Tagalog:Adv.Comm.&Culture(A),SP08,7,6,100.0%,100.0%,1.83,A-(3.83),N/A
"Alicio,Atilio",LIHL132X-Tagalog:Adv.LinguistcAnalysis(A),SP08,6,5,100.0%,100.0%,1.70,A(4.00),N/A
"Hill,KimloanT.V.",LIHL134-Vietnamese:Adv.Comm.&Culture(A),SP08,13,13,100.0%,100.0%,4.04,A-(3.91),N/A
"Tran,Thuan",LIHL134X-Vietnamese:Adv.LinguistcAnaly(A),SP08,13,9,100.0%,100.0%,3.83,A(4.00),N/A
"Moore,JohnC.",LIHL137-Persian:Adv.Comm.&Culture(A),SP08,7,7,100.0%,100.0%,3.36,A(4.00),N/A
"Sadegholvad,Elham",LIHL137X-Persian:Adv.LinguistcAnalysis(A),SP08,7,7,100.0%,100.0%,3.17,A(4.00),N/A
"Levy,Roger",LIGN101-Introduction/StudyofLanguage(A),WI08,71,35,97.1%,100.0%,4.10,B+(3.53),B-(2.98)
"Schane,SanfordA.",LIGN105-LawandLanguage(A),WI08,52,32,93.3%,93.3%,3.13,B+(3.50),B-(2.92)
"Rose,Sharon",LIGN111-PhonologyI(A),WI08,31,21,90.5%,100.0%,4.50,B+(3.43),B(3.20)
"Goodall,GrantTodd",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI08,65,37,100.0%,97.2%,3.44,B+(3.38),B-(2.97)
"Moore,JohnC.",LIGN121-SyntaxI(A),WI08,47,38,63.2%,78.9%,5.24,B+(3.45),B(3.22)
"Mayberry,Rachel",LIGN140-TheStructureofA.S.L.(A),WI08,24,15,93.3%,93.3%,2.77,B+(3.36),B-(2.77)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI08,199,117,95.7%,98.2%,2.64,B+(3.33),B-(2.95)
"Arvaniti,Amalia",LIGN174-Gender&LanguageinSociety(A),WI08,172,98,82.2%,76.4%,3.40,B+(3.47),B+(3.44)
"Schane,SanfordA.",LIGN192-SeniorSeminarinLinguistics(A),WI08,5,5,100.0%,100.0%,2.10,A(4.00),N/A
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI08,115,83,87.8%,97.6%,3.32,B(3.15),B-(2.76)
"Acejo,Henry",LIHL112-Tagalog:Communication&Culture(A),WI08,14,13,100.0%,100.0%,3.58,B(3.27),N/A
"Alicio,Atilio",LIHL112X-Tagalog:LinguisticAnalysis(A),WI08,14,13,100.0%,100.0%,3.88,A-(3.73),N/A
"Hill,KimloanT.V.",LIHL114-Vietnamese:Communicatn&Culture(A),WI08,12,12,100.0%,100.0%,4.00,B+(3.67),B(3.18)
"Hill,KimloanT.V.",LIHL114-Vietnamese:Communicatn&Culture(B),WI08,8,8,100.0%,100.0%,2.00,B+(3.60),B(3.18)
"Tran,Thuan",LIHL114X-Vietnamese:LinguisticAnalysis(A),WI08,13,13,100.0%,100.0%,3.58,B+(3.56),B+(3.48)
"Moore,JohnC.",LIHL115-Korean:Communication&Culture(A),WI08,17,16,100.0%,93.8%,4.88,A-(3.88),N/A
"Moore,JohnC.",LIHL115X-Korean:LinguisticAnalysis(A),WI08,17,13,76.9%,61.5%,4.96,A-(3.92),N/A
"Saab,Dima",LIHL116-Arabic:Communication&Culture(A),WI08,8,8,100.0%,100.0%,3.75,A(4.00),N/A
"Sadegholvad,Elham",LIHL117X-Persian:LinguisticAnalysis(A),WI08,7,7,100.0%,85.7%,3.93,A(4.00),N/A
"Acejo,Henry",LIHL132-Tagalog:Adv.Comm.&Culture(A),WI08,7,7,100.0%,100.0%,1.93,A(4.00),N/A
"Alicio,Atilio",LIHL132X-Tagalog:Adv.LinguistcAnalysis(A),WI08,7,7,100.0%,100.0%,2.21,A(4.00),N/A
"Hill,KimloanT.V.",LIHL134-Vietnamese:Adv.Comm.&Culture(A),WI08,15,11,100.0%,100.0%,4.86,B+(3.60),N/A
"Tran,Thuan",LIHL134X-Vietnamese:Adv.LinguistcAnaly(A),WI08,15,7,85.7%,85.7%,3.93,A-(3.71),N/A
"Sadegholvad,Elham",LIHL137X-Persian:Adv.LinguistcAnalysis(A),WI08,6,4,100.0%,100.0%,5.50,A(4.00),N/A
"Caponigro,Ivano",LIGN101-Introduction/StudyofLanguage(A),FA07,111,77,86.3%,97.3%,3.76,B(3.30),B(3.00)
"Arvaniti,Amalia",LIGN110-Phonetics(A),FA07,58,39,86.8%,100.0%,3.01,B+(3.61),B+(3.40)
"Bakovic,EricJohn",LIGN143-TheStructureofSpanish(A),FA07,30,14,85.7%,92.9%,5.07,B(3.15),B+(3.40)
"Walenski,MatthewS.",LIGN170-Psycholinguistics(A),FA07,33,20,94.4%,95.0%,3.30,B+(3.47),B+(3.41)
"Bakovic,EricJohn",LIGN175-Sociolinguistics(A),FA07,45,34,94.1%,100.0%,4.03,B+(3.56),B+(3.68)
"Kluender,Robert",LIGN179-SecondLangAcquisitionResrc(A),FA07,23,16,80.0%,100.0%,4.25,B+(3.50),B-(2.78)
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA07,154,94,87.9%,82.4%,2.99,B+(3.58),B-(2.97)
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(A),FA07,15,14,100.0%,100.0%,0.50,A(4.00),N/A
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(B),FA07,12,10,90.0%,100.0%,0.70,N/A,N/A
"Acejo,Henry",LIHL112-Tagalog:Communication&Culture(A),FA07,17,14,100.0%,100.0%,3.21,A-(3.82),N/A
"Alicio,Atilio",LIHL112X-Tagalog:LinguisticAnalysis(A),FA07,17,16,100.0%,100.0%,3.38,A-(3.77),N/A
"Hill,KimloanT.V.",LIHL114-Vietnamese:Communicatn&Culture(A),FA07,20,15,100.0%,100.0%,3.43,B+(3.64),B+(3.39)
"Hill,KimloanT.V.",LIHL114-Vietnamese:Communicatn&Culture(B),FA07,13,13,100.0%,100.0%,4.50,B+(3.45),B+(3.39)
"Tran,Thuan",LIHL114X-Vietnamese:LinguisticAnalysis(B),FA07,14,12,100.0%,100.0%,3.83,A-(3.73),B+(3.49)
"Moore,JohnC.",LIHL115-Korean:Communication&Culture(A),FA07,19,10,90.0%,70.0%,2.10,A(4.00),N/A
"Moore,JohnC.",LIHL115X-Korean:LinguisticAnalysis(A),FA07,19,16,100.0%,100.0%,4.33,B+(3.69),N/A
"Saab,Dima",LIHL116-Arabic:Communication&Culture(A),FA07,6,6,100.0%,100.0%,6.50,A(4.00),N/A
"Akjeje,Abdelhak",LIHL116X-Arabic:LinguisticAnalysis(A),FA07,5,5,80.0%,80.0%,10.10,A(4.00),N/A
"Moore,JohnC.",LIHL117-Persian:Communication&Culture(A),FA07,10,10,100.0%,100.0%,3.10,A(4.00),N/A
"Acejo,Henry",LIHL132-Tagalog:Adv.Comm.&Culture(A),FA07,8,8,100.0%,100.0%,2.75,B+(3.67),N/A
"Alicio,Atilio",LIHL132X-Tagalog:Adv.LinguistcAnalysis(A),FA07,8,8,100.0%,100.0%,4.00,B+(3.50),N/A
"Hill,KimloanT.V.",LIHL134-Vietnamese:Adv.Comm.&Culture(A),FA07,9,7,100.0%,100.0%,6.50,A-(3.86),N/A
"Tran,Thuan",LIHL134X-Vietnamese:Adv.LinguistcAnaly(A),FA07,9,8,100.0%,100.0%,6.75,B+(3.63),N/A
"Moore,JohnC.",LIHL137-Persian:Adv.Comm.&Culture(A),FA07,3,3,100.0%,100.0%,2.50,A(4.00),N/A
