Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),FA12,16,16,93.8%,93.8%,4.75,A-(3.81),N/A
"Wilson,JudyC",EDS115-CogDevelopment&Education(A),S312,21,8,100.0%,87.5%,6.50,A-(3.71),B+(3.67)
"Kravatz,TanyaDevra","EDS117-Language,Culture&Education(A)",S312,30,7,71.4%,85.7%,7.64,A-(3.86),B+(3.33)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",S312,28,7,85.7%,28.6%,9.64,A-(3.86),A(4.00)
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),S312,22,10,100.0%,100.0%,9.61,A-(3.88),A(4.00)
"Allen,BobbieM",EDS128B-Intro/Teaching&Learning(Elem)(A),S312,22,7,85.7%,28.6%,9.36,A(4.00),A(4.00)
"Goodman,JeremyScott",EDS20S-Intro/PrinciplesofLearning(A),S212,146,63,88.7%,98.4%,9.39,B(3.20),N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP12,35,19,100.0%,100.0%,2.83,A(4.00),N/A
"Datnow,AmandaLee","EDS117-Language,Culture&Education(A)",SP12,62,22,95.5%,100.0%,4.79,B+(3.65),B+(3.32)
"Datnow,AmandaLee","EDS117-Language,Culture&Education(A)",SP12,73,40,89.7%,97.4%,4.76,B+(3.61),B+(3.32)
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP12,42,37,97.3%,97.3%,5.96,A-(3.81),A-(3.73)
"Butler,ElizabethAnnette",EDS129C-Intro/Teach&Learn(Secondary)(A),SP12,43,40,80.0%,57.5%,9.85,B+(3.35),B+(3.40)
"Bresser,BernardGeorge",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP12,63,25,100.0%,92.0%,7.38,A-(3.84),A-(3.77)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP12,52,25,96.0%,96.0%,6.50,A-(3.91),A-(3.77)
"Barraugh,AndreaLynn",EDS137-Intro/Discipl/SpecificTeachng(A),SP12,19,7,85.7%,100.0%,7.64,B+(3.67),A-(3.71)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),SP12,49,19,89.5%,94.7%,6.83,A-(3.83),A-(3.77)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP12,17,10,90.0%,100.0%,2.70,A(4.00),N/A
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),SP12,10,5,80.0%,100.0%,2.50,B+(3.40),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP12,9,3,66.7%,100.0%,2.50,N/A,N/A
"Ramsey,Claire",EDS115-CogDevelopment&Education(A),WI12,67,40,74.4%,77.5%,3.10,A-(3.87),A-(3.95)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI12,26,17,100.0%,100.0%,3.79,N/A,N/A
"Dietrich,LisaChristine",EDS118-AdolescentDevlp&Education(A),WI12,54,29,93.1%,96.6%,4.36,A-(3.70),B+(3.63)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI12,76,46,100.0%,100.0%,3.11,A-(3.76),B(3.19)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI12,36,17,88.2%,94.1%,4.74,A-(3.73),B(3.19)
"Harel,Guershon",EDS121A-FoundofTeachg/LearngMathI(A),WI12,31,21,90.5%,71.4%,7.36,B+(3.40),B-(2.82)
"Czworkowski,John",EDS122-FoundnofTeach&LearnScience(A),WI12,13,5,80.0%,80.0%,4.10,A-(3.80),N/A
"Binder,Amy",EDS126-SocialOrganization/Education(A),WI12,26,11,100.0%,90.9%,6.50,A-(3.70),B+(3.30)
"Binder,Amy",EDS126-SocialOrganization/Education(A),WI12,39,21,85.7%,81.0%,5.17,B+(3.67),B+(3.30)
"Barraugh,AndreaLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),WI12,50,31,100.0%,100.0%,5.85,A-(3.84),B+(3.64)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI12,46,27,100.0%,92.6%,5.83,A-(3.89),B+(3.66)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI12,44,19,100.0%,100.0%,7.45,A-(3.84),A-(3.71)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI12,26,10,100.0%,100.0%,4.90,A(4.00),A-(3.91)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),WI12,13,13,100.0%,100.0%,6.96,A-(3.92),N/A
"Holtzman,CarenLynn",EDS137-Intro/Discipl/SpecificTeachng(B),WI12,12,5,100.0%,100.0%,5.30,A(4.00),N/A
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),WI12,18,10,100.0%,100.0%,5.30,B+(3.40),N/A
"Harel,Guershon",EDS30-IntroductiontoTeachingMath(A),WI12,8,5,80.0%,50.0%,8.00,B(3.20),N/A
"Harel,Guershon",EDS30-IntroductiontoTeachingMath(A),WI12,8,5,80.0%,80.0%,3.70,A-(3.75),N/A
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),WI12,12,6,100.0%,100.0%,3.50,B+(3.67),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),WI12,19,13,100.0%,100.0%,4.19,N/A,N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),FA11,18,7,100.0%,100.0%,6.79,A(4.00),N/A
"Chung,LuzMarina","EDS117-Language,Culture&Education(A)",FA11,79,42,88.1%,97.6%,6.50,A-(3.79),B+(3.57)
"Chung,LuzMarina","EDS117-Language,Culture&Education(A)",FA11,59,37,89.2%,94.6%,4.82,A-(3.76),B+(3.57)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(B)",FA11,72,43,78.6%,62.8%,4.50,A-(3.87),B+(3.43)
"Millstone,RachelDiana",EDS129A-Intro/Teach&Learn(Secondary)(A),FA11,39,24,100.0%,100.0%,7.75,A-(3.88),A-(3.75)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA11,72,54,98.1%,98.1%,6.02,A-(3.86),A-(3.92)
"Butler,ElizabethAnnette",EDS136-Intro/AcadTut/SecondSchlStd(A),FA11,32,31,74.2%,71.0%,8.82,B+(3.38),B+(3.59)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),FA11,21,19,100.0%,100.0%,7.13,A-(3.84),A(4.00)
"WishardGuerra,AlisonG.",EDS115-CogDevelopment&Education(A),S311,27,11,90.9%,81.8%,6.32,A-(3.91),A-(3.73)
"Kravatz,TanyaDevra","EDS117-Language,Culture&Education(A)",S311,12,3,100.0%,100.0%,4.50,B+(3.67),B(3.13)
"Kravatz,TanyaDevra","EDS117-Language,Culture&Education(A)",S311,23,8,50.0%,62.5%,7.75,A(4.00),B(3.13)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",S311,30,10,90.0%,66.7%,8.30,A(4.00),A-(3.78)
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),S311,24,10,100.0%,100.0%,8.50,A-(3.90),A(4.00)
"Allen,BobbieM",EDS128B-Intro/Teaching&Learning(Elem)(A),S311,25,10,100.0%,80.0%,7.90,A(4.00),A(4.00)
"Goodman,JeremyScott",EDS20S-Intro/PrinciplesofLearning(A),S211,140,51,92.2%,100.0%,8.50,B(3.29),N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP11,26,11,100.0%,100.0%,3.77,N/A,N/A
"Datnow,AmandaLee","EDS117-Language,Culture&Education(A)",SP11,139,72,95.8%,98.6%,4.94,B+(3.57),B+(3.40)
"Stevens,LauraJeanne",EDS121B-FoundofTeachg/LearngMathII(A),SP11,28,21,100.0%,100.0%,5.83,N/A,B+(3.30)
"Czworkowski,John",EDS123-CapstoneSeminScienceEductn(A),SP11,8,5,100.0%,100.0%,3.70,N/A,N/A
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP11,38,30,100.0%,100.0%,6.23,A-(3.87),A-(3.83)
"Halter,ChristopherP.",EDS129A-Intro/Teach&Learn(Secondary)(A),SP11,5,4,100.0%,100.0%,7.50,A(4.00),N/A
"Butler,ElizabethAnnette",EDS129C-Intro/Teach&Learn(Secondary)(A),SP11,53,51,94.0%,82.4%,7.01,B+(3.53),B+(3.55)
"Bresser,BernardGeorge",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP11,75,40,87.5%,95.0%,6.70,A-(3.90),A-(3.77)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP11,54,39,94.7%,100.0%,6.45,A-(3.78),A-(3.79)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),SP11,18,18,100.0%,100.0%,7.61,A-(3.94),N/A
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),SP11,44,21,70.0%,90.0%,6.50,A-(3.70),A-(3.73)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP11,28,15,100.0%,100.0%,2.37,N/A,N/A
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),SP11,15,10,100.0%,100.0%,3.10,N/A,N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP11,16,10,100.0%,100.0%,4.70,A(4.00),N/A
"Balzano,GeraldJ.",EDS114-CognDevelp&IntractvComptEnv(A),WI11,6,3,66.7%,66.7%,6.50,B(3.00),N/A
"Ramsey,Claire",EDS115-CogDevelopment&Education(A),WI11,64,35,88.6%,88.6%,2.39,A-(3.91),A-(3.98)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI11,26,17,100.0%,93.8%,2.88,N/A,N/A
"Dietrich,LisaChristine",EDS118-AdolescentDevlp&Education(A),WI11,36,23,95.5%,100.0%,5.02,A-(3.91),B+(3.52)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(B),WI11,22,11,90.9%,90.9%,4.70,B+(3.64),B(3.22)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(B),WI11,70,44,97.7%,97.7%,2.83,A-(3.77),B(3.22)
"Stevens,LauraJeanne",EDS121A-FoundofTeachg/LearngMathI(A),WI11,42,25,100.0%,100.0%,3.86,N/A,B(3.23)
"Czworkowski,John",EDS122-FoundnofTeach&LearnScience(B),WI11,13,7,100.0%,100.0%,2.79,N/A,N/A
"Jacob-Almeida,Rachel",EDS126-SocialOrganization/Education(A),WI11,99,53,80.8%,68.6%,5.86,N/A,B+(3.38)
"Forbes,CherylA",EDS128A-Intro/Teaching&Learning(Elem)(A),WI11,43,31,100.0%,100.0%,7.02,A-(3.77),A-(3.71)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI11,55,40,97.5%,92.5%,5.30,A-(3.92),A-(3.89)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI11,62,29,89.7%,93.1%,8.22,A-(3.85),A-(3.77)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),WI11,30,16,100.0%,87.5%,9.38,A(4.00),A-(3.79)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI11,50,42,88.1%,95.2%,8.21,A-(3.87),A-(3.91)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),WI11,22,8,87.5%,87.5%,5.50,A-(3.71),B+(3.37)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),WI11,29,15,86.7%,100.0%,7.43,A-(3.71),B+(3.33)
"Harel,Guershon",EDS30-IntroductiontoTeachingMath(A),WI11,19,14,76.9%,69.2%,2.50,N/A,N/A
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),WI11,18,8,87.5%,100.0%,3.50,N/A,N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),WI11,23,10,90.0%,90.0%,3.30,A(4.00),N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),FA10,14,10,100.0%,100.0%,4.30,N/A,N/A
"Chung,LuzMarina","EDS117-Language,Culture&Education(A)",FA10,132,64,98.4%,100.0%,5.56,B+(3.68),A-(3.70)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",FA10,64,35,88.6%,62.9%,4.21,A-(3.86),B+(3.49)
"Millstone,RachelDiana",EDS129A-Intro/Teach&Learn(Secondary)(A),FA10,38,21,81.0%,100.0%,8.12,A-(3.90),B+(3.68)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA10,88,41,100.0%,97.6%,6.60,A-(3.92),A-(3.88)
"Butler,ElizabethAnnette",EDS136-Intro/AcadTut/SecondSchlStd(A),FA10,50,46,80.4%,78.3%,7.08,B+(3.56),B+(3.48)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),FA10,24,21,100.0%,100.0%,0.98,N/A,N/A
"Burrows-Goodwill,ShivaniL",EDS115-CogDevelopment&Education(A),SU10,27,10,80.0%,60.0%,9.90,A(4.00),N/A
"Ong-Dean,ColinWilliam","EDS117-Language,Culture&Education(A)",SU10,43,18,66.7%,50.0%,7.83,N/A,N/A
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",SU10,27,11,100.0%,72.7%,10.14,A(4.00),N/A
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),SU10,20,9,100.0%,100.0%,13.61,A(4.00),N/A
"Allen,BobbieM",EDS128B-Intro/Teaching&Learning(Elem)(A),SU10,21,9,88.9%,77.8%,10.06,A(4.00),N/A
"Goodman,JeremyScott",EDS20S-Intro/PrinciplesofLearning(A),SU10,140,76,98.7%,97.4%,9.86,B(3.19),N/A
"Deak,GedeonO.",EDS115-CogDevelopment&Education(A),SP10,83,74,83.6%,80.6%,4.96,B+(3.30),B(3.02)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP10,39,22,95.2%,100.0%,3.14,N/A,N/A
"Mehan,HughB.",EDS126-SocialOrganization/Education(A),SP10,108,67,94.0%,98.5%,4.44,N/A,B+(3.32)
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP10,58,42,100.0%,97.6%,5.72,A-(3.90),A-(3.76)
"Halter,ChristopherP.",EDS129A-Intro/Teach&Learn(Secondary)(A),SP10,6,4,100.0%,100.0%,4.00,A(4.00),N/A
"Butler,ElizabethAnnette",EDS129C-Intro/Teach&Learn(Secondary)(A),SP10,51,50,100.0%,93.8%,5.90,B+(3.68),A-(3.76)
"Bresser,BernardGeorge",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP10,76,47,91.3%,100.0%,7.31,A-(3.78),A-(3.81)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP10,49,27,85.2%,100.0%,8.20,A-(3.84),B+(3.61)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),SP10,51,42,85.7%,95.2%,6.74,A-(3.78),A-(3.90)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP10,28,19,94.7%,100.0%,2.29,N/A,N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP10,17,13,100.0%,100.0%,6.96,A(4.00),N/A
"Balzano,GeraldJ.",EDS114-CognDevelp&IntractvComptEnv(A),WI10,17,9,44.4%,44.4%,3.83,B(3.22),N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI10,24,13,100.0%,100.0%,3.42,A(4.00),N/A
"Datnow,AmandaLee","EDS117-Language,Culture&Education(A)",WI10,139,72,90.3%,98.6%,4.28,B+(3.61),B+(3.37)
"Dietrich,LisaChristine",EDS118-AdolescentDevlp&Education(A),WI10,48,25,100.0%,92.0%,5.22,A-(3.79),B+(3.56)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI10,90,54,90.7%,96.3%,3.46,N/A,B(3.07)
"Czworkowski,John",EDS122-FoundnofTeach&LearnScience(A),WI10,13,6,100.0%,100.0%,4.50,N/A,N/A
"Forbes,CherylA",EDS128A-Intro/Teaching&Learning(Elem)(A),WI10,70,32,93.5%,93.5%,4.76,B+(3.65),A-(3.81)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI10,51,30,100.0%,93.3%,4.77,A-(3.97),A-(3.89)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI10,69,32,96.9%,100.0%,5.75,A(4.00),B+(3.69)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI10,62,22,86.4%,100.0%,5.95,A-(3.80),B+(3.53)
"Long,PamelaKay",EDS137-Intro/Discipl/SpecificTeachng(A),WI10,20,11,100.0%,100.0%,4.14,A-(3.89),A-(3.85)
"Butler,ElizabethAnnette",EDS138-Intro/AcadTutor/ChartrSchool(A),WI10,29,19,63.2%,63.2%,8.61,B+(3.31),B+(3.38)
"Harel,Guershon",EDS30-IntroductiontoTeachingMath(A),WI10,15,10,100.0%,90.0%,3.10,N/A,N/A
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),WI10,15,8,87.5%,100.0%,3.93,N/A,N/A
"Mehan,HughB.","EDS117-Language,Culture&Education(A)",FA09,118,82,88.9%,93.8%,4.50,N/A,B(3.12)
"Binder,Amy",EDS126-SocialOrganization/Education(A),FA09,56,38,94.6%,94.7%,4.29,N/A,B(3.19)
"Millstone,Rachel",EDS129A-Intro/Teach&Learn(Secondary)(A),FA09,44,38,100.0%,100.0%,4.55,A-(3.76),B+(3.64)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA09,62,46,97.8%,100.0%,5.41,A-(3.91),A-(3.77)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),FA09,22,18,100.0%,88.9%,4.28,A-(3.76),B+(3.56)
"Forbes,CherylA",EDS115-CogDevelopment&Education(A),SU09,33,17,88.2%,82.4%,4.50,A-(3.88),N/A
"Forbes,CherylA",EDS115-CogDevelopment&Education(A),SU09,20,12,91.7%,100.0%,6.33,A-(3.82),N/A
"Jacob-Almeida,Rachel","EDS117-Language,Culture&Education(A)",SU09,46,28,75.0%,57.1%,8.93,N/A,N/A
"Jacob-Almeida,Rachel","EDS117-Language,Culture&Education(A)",SU09,46,28,75.0%,57.1%,8.93,N/A,N/A
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",SU09,11,6,66.7%,50.0%,6.17,A-(3.80),N/A
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",SU09,20,15,66.7%,53.3%,10.37,A-(3.93),N/A
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),SU09,23,11,100.0%,100.0%,7.59,A(4.00),N/A
"Allen,BobbieM",EDS128B-Intro/Teaching&Learning(Elem)(A),SU09,23,16,93.8%,68.8%,10.00,A-(3.93),N/A
"Goodman,JeremyScott",EDS20S-Intro/PrinciplesofLearning(A),SU09,119,52,94.2%,96.2%,7.92,B(3.24),N/A
"Deak,GedeonO.",EDS115-CogDevelopment&Education(A),SP09,61,42,85.4%,90.0%,3.33,B+(3.49),B(3.26)
"Goodman,JeremyScott",EDS116-Psych/Teach&Struc/Information(A),SP09,29,11,100.0%,100.0%,4.50,N/A,N/A
"Datnow,AmandaLee","EDS117-Language,Culture&Education(A)",SP09,133,76,93.1%,100.0%,4.37,B+(3.49),B+(3.60)
"Binder,Amy",EDS126-SocialOrganization/Education(A),SP09,69,43,90.7%,93.0%,4.06,N/A,B(3.18)
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP09,40,34,100.0%,96.9%,4.91,A-(3.94),A-(3.73)
"Blum,BrianneM.",EDS129A-Intro/Teach&Learn(Secondary)(A),SP09,15,14,100.0%,100.0%,4.07,A-(3.93),N/A
"Halter,ChristopherP.",EDS129A-Intro/Teach&Learn(Secondary)(A),SP09,15,14,100.0%,100.0%,4.07,A-(3.93),N/A
"Halter,ChristopherP.",EDS129C-Intro/Teach&Learn(Secondary)(A),SP09,38,35,97.1%,91.4%,5.13,A-(3.88),A-(3.83)
"Bresser,BernardGeorge",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP09,60,46,93.5%,91.3%,4.46,A-(3.79),A-(3.74)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP09,45,36,100.0%,100.0%,5.15,A-(3.85),A-(3.75)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),SP09,47,39,94.7%,97.4%,6.04,A-(3.82),A-(3.76)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP09,24,22,100.0%,100.0%,1.41,N/A,A-(3.94)
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),SP09,13,12,100.0%,100.0%,3.00,N/A,N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI09,31,25,96.0%,96.0%,4.90,A(4.00),N/A
"Goodall,GrantTodd",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI09,67,25,92.0%,92.0%,2.90,N/A,B-(2.94)
"Stevens,LauraJeanne",EDS121A-FoundofTeachg/LearngMathI(A),WI09,23,19,94.4%,100.0%,4.08,N/A,B+(3.35)
"Mehan,HughB.",EDS126-SocialOrganization/Education(A),WI09,118,88,94.2%,97.7%,4.24,N/A,B(3.03)
"Forbes,CherylA",EDS128A-Intro/Teaching&Learning(Elem)(A),WI09,51,42,95.0%,90.2%,4.64,A-(3.80),A-(3.81)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI09,40,35,100.0%,97.1%,4.61,A-(3.91),A-(3.78)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI09,67,61,93.1%,98.3%,4.77,A-(3.98),A-(3.89)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI09,35,29,89.7%,100.0%,5.05,A-(3.74),A-(3.84)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),WI09,36,29,96.6%,100.0%,3.53,A-(3.92),A-(3.99)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),WI09,24,17,100.0%,100.0%,2.38,N/A,B+(3.57)
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),WI09,18,16,100.0%,93.3%,2.88,N/A,N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),FA08,15,14,100.0%,100.0%,2.79,A(4.00),N/A
"Mehan,HughB.","EDS117-Language,Culture&Education(A)",FA08,107,81,92.6%,91.4%,4.33,N/A,B-(2.89)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",FA08,49,37,88.6%,86.1%,3.53,A-(3.89),B+(3.67)
"Millstone,Rachel",EDS129A-Intro/Teach&Learn(Secondary)(A),FA08,37,37,100.0%,100.0%,5.67,A-(3.92),A-(3.90)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA08,65,50,96.0%,94.0%,4.86,A-(3.78),A-(3.76)
"Holtzman,CarenLynn",EDS134-Intro/Literacy&NumeracyTutor(A),FA08,46,39,97.4%,100.0%,5.27,B+(3.62),B+(3.70)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),FA08,54,41,97.4%,100.0%,5.33,A-(3.97),A-(3.82)
"Ramsey,Claire",EDS115-CogDevelopment&Education(A),SU08,26,19,88.9%,83.3%,3.97,A-(3.94),N/A
"Jacob-Almeida,Rachel","EDS117-Language,Culture&Education(A)",SU08,20,13,100.0%,100.0%,7.27,A-(3.82),N/A
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",SU08,23,19,100.0%,94.7%,7.28,A-(3.94),N/A
"Allen,BobbieM",EDS128B-Intro/Teaching&Learning(Elem)(A),SU08,14,14,100.0%,85.7%,9.93,A-(3.92),N/A
"Deak,GedeonO.",EDS115-CogDevelopment&Education(A),SP08,54,34,82.4%,67.6%,4.03,B(3.21),C+(2.67)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP08,30,23,95.7%,95.7%,2.41,A(4.00),N/A
"Ramsey,Claire","EDS117-Language,Culture&Education(A)",SP08,48,36,94.1%,94.1%,4.14,A-(3.77),A-(3.78)
"Dietrich,LisaChristine",EDS118-AdolescentDevlp&Education(A),SP08,51,39,94.6%,97.3%,3.97,B+(3.53),B+(3.32)
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP08,51,37,100.0%,94.3%,5.64,A(4.00),B+(3.55)
"Halter,ChristopherP.",EDS129C-Intro/Teach&Learn(Secondary)(A),SP08,37,27,100.0%,100.0%,4.43,A-(3.85),A-(3.81)
"Bresser,BernardGeorge",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP08,69,46,91.1%,100.0%,5.92,A-(3.93),A-(3.78)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),SP08,32,24,83.3%,75.0%,6.50,A-(3.79),A-(3.75)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP08,46,36,97.1%,100.0%,5.39,A-(3.88),A-(3.78)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/PreussSchool(A),SP08,30,25,100.0%,100.0%,4.50,A-(3.95),A-(3.88)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP08,26,17,100.0%,100.0%,1.21,N/A,A-(3.95)
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),SP08,9,9,88.9%,100.0%,2.06,N/A,N/A
"Balzano,GeraldJ.",EDS114-CognDevelp&IntractvComptEnv(A),WI08,20,18,44.4%,88.9%,5.94,B(3.18),B+(3.49)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI08,32,29,100.0%,100.0%,3.12,A(4.00),N/A
"Goodall,GrantTodd",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI08,65,37,100.0%,97.2%,3.44,N/A,B-(2.78)
"Harel,Guershon",EDS121A-FoundofTeachg/LearngMathI(A),WI08,19,18,88.2%,100.0%,4.61,N/A,N/A
"Mehan,HughB.",EDS126-SocialOrganization/Education(A),WI08,120,80,92.3%,97.4%,4.38,N/A,B-(2.92)
"Bresser,BernardGeorge",EDS128A-Intro/Teaching&Learning(Elem)(A),WI08,55,46,97.8%,97.7%,5.12,A-(3.89),A-(3.87)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI08,37,28,96.3%,76.9%,4.57,A-(3.81),A-(3.83)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI08,47,37,89.2%,97.3%,5.85,A-(3.89),A-(3.89)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI08,33,23,91.3%,100.0%,6.93,A-(3.95),B+(3.64)
"Naismith,CampbellJames",EDS138-Intro/AcadTutor/PreussSchool(A),WI08,22,20,90.0%,85.0%,2.70,A-(3.75),B+(3.61)
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),WI08,25,23,100.0%,100.0%,2.33,N/A,A(4.00)
